================================================================================
                       - Log file for GhostNight server -                       
================================================================================
 - File name: Room109.txt
 - Create time: 4/7/2016 11:20:15 PM
 - Room Number: 109
================================================================================
 Timestamp | Event source | Event name | Data                                   
    138616 |    Inugami-3 |     ATTACK | Kappa-5 90 to 420
    138616 |      Kappa-5 |       NERF | atk x0.5
    138627 |      Kappa-5 |     ATTACK | Inugami-3 15 to 493
    139119 |    Inugami-3 |     ATTACK | Kappa-5 90 to 330
    139119 |      Kappa-5 |       NERF | atk x0.5
    139135 |      Kappa-5 |     ATTACK | Inugami-3 2.5 to 490.5
    139455 |    Inugami-3 |     ATTACK | Kappa-5 90 to 240
    139456 |      Kappa-5 |       NERF | atk x0.5
    139475 |      Kappa-5 |     ATTACK | Inugami-3 1 to 489.5
    139796 |    Inugami-3 |     ATTACK | Kappa-5 90 to 150
    139797 |      Kappa-5 |       NERF | atk x0.5
    139810 |      Kappa-5 |     ATTACK | Inugami-3 1 to 488.5
    140132 |    Inugami-3 |     ATTACK | Kappa-5 90 to 60
    140133 |      Kappa-5 |       NERF | atk x0.5
    140145 |      Kappa-5 |     ATTACK | Inugami-3 1 to 487.5
    140466 |    Inugami-3 |     ATTACK | Kappa-5 60 to 0
    140467 |      Kappa-5 |        DIE | killed by Inugami-3
    140467 |      Kappa-5 |       NERF | atk x0.5
    140802 |    Inugami-3 |     ATTACK | Wanyudo-6 90 to 910
    140802 |    Wanyudo-6 |       NERF | atk x0.5
    141135 |    Inugami-3 |     ATTACK | Wanyudo-6 90 to 820
    141136 |    Wanyudo-6 |       NERF | atk x0.5
    141470 |    Inugami-3 |     ATTACK | Wanyudo-6 90 to 730
    141470 |    Wanyudo-6 |       NERF | atk x0.5
    141806 |    Inugami-3 |     ATTACK | Wanyudo-6 90 to 640
    141806 |    Wanyudo-6 |       NERF | atk x0.5
    142142 |    Inugami-3 |     ATTACK | Wanyudo-6 90 to 550
    142142 |    Wanyudo-6 |       NERF | atk x0.5
    142319 |      Kappa-5 |       BUFF | atk x2
    142529 |    Inugami-3 |     ATTACK | Wanyudo-6 90 to 460
    142529 |    Wanyudo-6 |       NERF | atk x0.5
    142620 |      Kappa-5 |       BUFF | atk x2
    142911 |    Inugami-3 |     ATTACK | Wanyudo-6 90 to 370
    142912 |    Wanyudo-6 |       NERF | atk x0.5
    143120 |      Kappa-5 |       BUFF | atk x2
    143269 |    Inugami-3 |     ATTACK | Wanyudo-6 90 to 280
    143270 |    Wanyudo-6 |       NERF | atk x0.5
    143456 |      Kappa-5 |       BUFF | atk x2
    143648 |    Inugami-3 |     ATTACK | Wanyudo-6 90 to 190
    143648 |    Wanyudo-6 |       NERF | atk x0.5
    143832 |      Kappa-5 |       BUFF | atk x2
    143985 |    Inugami-3 |     ATTACK | Wanyudo-6 90 to 100
    143985 |    Wanyudo-6 |       NERF | atk x0.5
    144136 |      Kappa-5 |       BUFF | atk x2
    144321 |    Inugami-3 |     ATTACK | Wanyudo-6 90 to 10
    144322 |    Wanyudo-6 |       NERF | atk x0.5
    144499 |      Kappa-5 |       BUFF | atk x2
    144802 |    Wanyudo-6 |       BUFF | atk x2
    145136 |    Wanyudo-6 |       BUFF | atk x2
    145471 |    Wanyudo-6 |       BUFF | atk x2
    145808 |    Wanyudo-6 |       BUFF | atk x2
    146146 |    Wanyudo-6 |       BUFF | atk x2
    146533 |    Wanyudo-6 |       BUFF | atk x2
    146913 |    Wanyudo-6 |       BUFF | atk x2
    147337 |    Wanyudo-6 |       BUFF | atk x2
    147656 |    Wanyudo-6 |       BUFF | atk x2
    147894 |  Amaterasu-0 |     ATTACK | Wanyudo-6 10 to 0
    147895 |    Wanyudo-6 |        DIE | killed by Amaterasu-0
    147989 |    Wanyudo-6 |       BUFF | atk x2
    148325 |    Wanyudo-6 |       BUFF | atk x2
    293713 |      Kappa-7 |       NERF | atk x0.5
    293713 |    Inugami-3 |     ATTACK | Kappa-7 90 to 510
    293713 |      Kappa-7 |     ATTACK | Inugami-3 40 to 447.5
    294046 |    Inugami-3 |     ATTACK | Kappa-7 90 to 420
    294046 |      Kappa-7 |       NERF | atk x0.5
    294047 |      Kappa-7 |     ATTACK | Inugami-3 15 to 432.5
    294380 |    Inugami-3 |     ATTACK | Kappa-7 90 to 330
    294381 |      Kappa-7 |       NERF | atk x0.5
    294382 |      Kappa-7 |     ATTACK | Inugami-3 2.5 to 430
    294715 |    Inugami-3 |     ATTACK | Kappa-7 90 to 240
    294715 |      Kappa-7 |       NERF | atk x0.5
    294715 |      Kappa-7 |     ATTACK | Inugami-3 1 to 429
    294798 |     Dojoji-9 |     ATTACK | Inugami-3 90 to 339
    295048 |    Inugami-3 |     ATTACK | Kappa-7 90 to 150
    295049 |      Kappa-7 |       NERF | atk x0.5
    295049 |      Kappa-7 |     ATTACK | Inugami-3 1 to 338
    295132 |     Dojoji-9 |     ATTACK | Inugami-3 90 to 248
    295133 |    Inugami-3 |       NERF | def x0.5
    295179 | Futakuchi-10 |     ATTACK | Inugami-3 95 to 153
    295180 | Futakuchi-10 |     ATTACK | Inugami-3 153 to 0
    295181 |    Inugami-3 |        DIE | killed by Futakuchi-10
    295181 | Futakuchi-10 |       BUFF | value x2
    297713 |      Kappa-7 |       BUFF | atk x2
    298046 |      Kappa-7 |       BUFF | atk x2
    298381 |      Kappa-7 |       BUFF | atk x2
    298715 |      Kappa-7 |       BUFF | atk x2
    299049 |      Kappa-7 |       BUFF | atk x2
    300133 |    Inugami-3 |       BUFF | def x2
    300723 |  Amaterasu-0 |     ATTACK | Kappa-7 90 to 60
    301057 |  Amaterasu-0 |     ATTACK | Kappa-7 60 to 0
    301057 |      Kappa-7 |        DIE | killed by Amaterasu-0
    301224 |      Asura-1 |     ATTACK | Wanyudo-8 90 to 910
    301391 |  Amaterasu-0 |     ATTACK | Wanyudo-8 90 to 820
    301558 |      Asura-1 |     ATTACK | Wanyudo-8 90 to 730
    301725 |  Amaterasu-0 |     ATTACK | Wanyudo-8 90 to 640
    301892 |      Asura-1 |     ATTACK | Wanyudo-8 90 to 550
    302059 |  Amaterasu-0 |     ATTACK | Wanyudo-8 90 to 460
    302226 |      Asura-1 |     ATTACK | Wanyudo-8 90 to 370
    302307 |     Dojoji-9 |     ATTACK | Asura-1 90 to 910
    302307 |      Asura-1 |       NERF | def x0.5
    302394 |  Amaterasu-0 |     ATTACK | Wanyudo-8 90 to 280
    302561 |      Asura-1 |     ATTACK | Wanyudo-8 90 to 190
    302641 |     Dojoji-9 |     ATTACK | Asura-1 95 to 815
    302642 |      Asura-1 |       NERF | def x0.5
    302693 | Futakuchi-10 |     ATTACK | Asura-1 97.5 to 717.5
    302729 |  Amaterasu-0 |     ATTACK | Wanyudo-8 90 to 100
    302895 |      Asura-1 |     ATTACK | Wanyudo-8 90 to 10
    302976 |     Dojoji-9 |     ATTACK | Asura-1 97.5 to 620
    302976 |      Asura-1 |       NERF | def x0.5
    303027 | Futakuchi-10 |     ATTACK | Asura-1 98.75 to 521.25
    303064 |  Amaterasu-0 |     ATTACK | Wanyudo-8 10 to 0
    303065 |    Wanyudo-8 |        DIE | killed by Amaterasu-0
    303163 |     Raiju-11 |     ATTACK | Asura-1 98.75 to 422.5
    303231 |      Asura-1 |     ATTACK | Dojoji-9 90 to 910
    303312 |     Dojoji-9 |     ATTACK | Asura-1 98.75 to 323.75
    303361 | Futakuchi-10 |     ATTACK | Asura-1 98.75 to 225
    303399 |  Amaterasu-0 |     ATTACK | Dojoji-9 90 to 820
    303498 |     Raiju-11 |     ATTACK | Asura-1 98.75 to 126.25
    303566 |      Asura-1 |     ATTACK | Dojoji-9 90 to 730
    303631 |     Ubume-12 |     ATTACK | Asura-1 98.75 to 27.5
    303647 |     Dojoji-9 |     ATTACK | Asura-1 27.5 to 0
    303648 |      Asura-1 |        DIE | killed by Dojoji-9
    303732 |  Amaterasu-0 |     ATTACK | Dojoji-9 90 to 640
    304067 |  Amaterasu-0 |     ATTACK | Dojoji-9 90 to 550
    304400 |  Amaterasu-0 |     ATTACK | Dojoji-9 90 to 460
    304734 |  Amaterasu-0 |     ATTACK | Dojoji-9 90 to 370
    304811 |     Dojoji-9 |     ATTACK | Amaterasu-0 90 to 910
    305069 |  Amaterasu-0 |     ATTACK | Dojoji-9 90 to 280
    305146 |     Dojoji-9 |     ATTACK | Amaterasu-0 90 to 820
    305146 |  Amaterasu-0 |       NERF | def x0.5
    305182 | Futakuchi-10 |       NERF | value x0.5
    305199 | Futakuchi-10 |     ATTACK | Amaterasu-0 95 to 725
    305405 |  Amaterasu-0 |     ATTACK | Dojoji-9 90 to 190
    305481 |     Dojoji-9 |     ATTACK | Amaterasu-0 95 to 630
    305481 |  Amaterasu-0 |       NERF | def x0.5
    305534 | Futakuchi-10 |     ATTACK | Amaterasu-0 97.5 to 532.5
    305667 |     Raiju-11 |     ATTACK | Amaterasu-0 97.5 to 435
    305740 |  Amaterasu-0 |     ATTACK | Dojoji-9 90 to 100
    305814 |     Dojoji-9 |     ATTACK | Amaterasu-0 97.5 to 337.5
    305867 | Futakuchi-10 |     ATTACK | Amaterasu-0 97.5 to 240
    306001 |     Raiju-11 |     ATTACK | Amaterasu-0 97.5 to 142.5
    306074 |  Amaterasu-0 |     ATTACK | Dojoji-9 90 to 10
    306136 |     Ubume-12 |     ATTACK | Amaterasu-0 97.5 to 45
    306149 |     Dojoji-9 |     ATTACK | Amaterasu-0 45 to 0
    306150 |  Amaterasu-0 |        DIE | killed by Dojoji-9
    306150 |  Amaterasu-0 |       NERF | def x0.5
    307308 |      Asura-1 |       BUFF | def x2
    307642 |      Asura-1 |       BUFF | def x2
    307976 |      Asura-1 |       BUFF | def x2
    310147 |  Amaterasu-0 |       BUFF | def x2
    310481 |  Amaterasu-0 |       BUFF | def x2
    311150 |  Amaterasu-0 |       BUFF | def x2
